Index,File,Points,Lambda_Min,Lambda_Max,Integral,Peak_Value,Peak_Lambda,Mean_Value,Time_HMS
15,500_705_QEPB04081__15__20-46-08-367.txt,1044,220.843,1015.12,1813916.27726,51247.38,504.16,2247.58785440613,2000-01-01 20:46:08
16,500_705_QEPB04081__16__20-46-09-368.txt,1044,220.843,1015.12,1813469.413,51122,504.16,2247.04406130268,2000-01-01 20:46:09
17,500_705_QEPB04081__17__20-46-10-362.txt,1044,220.843,1015.12,1813062.64425,51111.75,504.16,2246.52490421456,2000-01-01 20:46:10
18,500_705_QEPB04081__18__20-46-11-353.txt,1044,220.843,1015.12,1813108.8715,51087,504.16,2246.58716475096,2000-01-01 20:46:11
19,500_705_QEPB04081__19__20-46-12-345.txt,1044,220.843,1015.12,1812910.63674,51102.62,504.16,2246.34509578544,2000-01-01 20:46:12
20,500_705_QEPB04081__20__20-46-13-337.txt,1044,220.843,1015.12,1683803.42726,47526.38,504.16,2086.35701149426,2000-01-01 20:46:13
21,500_705_QEPB04081__21__20-46-14-341.txt,1044,220.843,1015.12,1678600.912,47416,504.16,2079.91954022989,2000-01-01 20:46:14
22,500_705_QEPB04081__22__20-46-15-333.txt,1044,220.843,1015.12,1702446.35126,48087.88,504.16,2109.46429118774,2000-01-01 20:46:15
23,500_705_QEPB04081__23__20-46-16-335.txt,1044,220.843,1015.12,1748714.94,49357,504.16,2166.79597701149,2000-01-01 20:46:16
24,500_705_QEPB04081__24__20-46-17-332.txt,1044,220.843,1015.12,1768828.27826,49929.38,504.16,2191.72195402299,2000-01-01 20:46:17
25,500_705_QEPB04081__25__20-46-18-334.txt,1044,220.843,1015.12,1747176.36924,49328.62,504.16,2164.88819923371,2000-01-01 20:46:18
26,500_705_QEPB04081__26__20-46-19-323.txt,1044,220.843,1015.12,1775158.70526,50094.38,504.16,2199.57252873563,2000-01-01 20:46:19
27,500_705_QEPB04081__27__20-46-20-318.txt,1044,220.843,1015.12,1781842.33526,50263.38,504.16,2207.85126436782,2000-01-01 20:46:20
28,500_705_QEPB04081__28__20-46-21-310.txt,1044,220.843,1015.12,1800264.16426,50700.38,504.16,2230.67789272031,2000-01-01 20:46:21
29,500_705_QEPB04081__29__20-46-22-301.txt,1044,220.843,1015.12,1800752.45326,50751.88,504.16,2231.26314176245,2000-01-01 20:46:22
30,500_705_QEPB04081__30__20-46-23-302.txt,1044,220.843,1015.12,1802275.703,50768.5,504.16,2233.1724137931,2000-01-01 20:46:23
31,500_705_QEPB04081__31__20-46-24-304.txt,1044,220.843,1015.12,1802679.10175,50776.75,504.16,2233.67624521073,2000-01-01 20:46:24
32,500_705_QEPB04081__32__20-46-25-305.txt,1044,220.843,1015.12,1802400.42,50851,504.16,2233.32088122605,2000-01-01 20:46:25
33,500_705_QEPB04081__33__20-46-26-298.txt,1044,220.843,1015.12,1802316.51474,50778.62,504.16,2233.2138697318,2000-01-01 20:46:26
34,500_705_QEPB04081__34__20-46-27-291.txt,1044,220.843,1015.12,1803011.64526,50792.38,504.16,2234.08785440613,2000-01-01 20:46:27
35,500_705_QEPB04081__35__20-46-28-282.txt,1044,220.843,1015.12,1802932.1585,50839.5,504.16,2233.97605363985,2000-01-01 20:46:28
36,500_705_QEPB04081__36__20-46-29-282.txt,1044,220.843,1015.12,1802701.12924,50837.12,504.16,2233.68609195402,2000-01-01 20:46:29
37,500_705_QEPB04081__37__20-46-30-296.txt,1044,220.843,1015.12,1803206.84376,50818.88,504.16,2234.32540229885,2000-01-01 20:46:30
38,500_705_QEPB04081__38__20-46-31-296.txt,1044,220.843,1015.12,1803792.679,50759,504.16,2235.05842911877,2000-01-01 20:46:31
39,500_705_QEPB04081__39__20-46-32-294.txt,1044,220.843,1015.12,1803713.22126,50818.38,504.16,2234.96333333334,2000-01-01 20:46:32
40,500_705_QEPB04081__40__20-46-33-289.txt,1044,220.843,1015.12,1802897.39126,50707.88,504.16,2233.94896551724,2000-01-01 20:46:33
41,500_705_QEPB04081__41__20-46-34-284.txt,1044,220.843,1015.12,1802653.55025,50726.75,504.16,2233.64846743295,2000-01-01 20:46:34
42,500_705_QEPB04081__42__20-46-35-284.txt,1044,220.843,1015.12,1802170.3795,50683.5,504.16,2233.04885057471,2000-01-01 20:46:35
43,500_705_QEPB04081__43__20-46-36-294.txt,1044,220.843,1015.12,1802778.19675,50641.75,504.16,2233.82567049808,2000-01-01 20:46:36
44,500_705_QEPB04081__44__20-46-37-309.txt,1044,220.843,1015.12,1802506.61,50657.5,504.16,2233.48563218391,2000-01-01 20:46:37
45,500_705_QEPB04081__45__20-46-38-310.txt,1044,220.843,1015.12,1800713.51624,50566.62,504.16,2231.24835249042,2000-01-01 20:46:38
46,500_705_QEPB04081__46__20-46-39-305.txt,1044,220.843,1015.12,1800538.73326,50461.38,504.16,2231.04666666667,2000-01-01 20:46:39
47,500_705_QEPB04081__47__20-46-40-298.txt,1044,220.843,1015.12,1800603.05326,50501.88,504.16,2231.13862068966,2000-01-01 20:46:40
48,500_705_QEPB04081__48__20-46-41-285.txt,1044,220.843,1015.12,1798917.62026,50548.88,504.16,2229.0361302682,2000-01-01 20:46:41
49,500_705_QEPB04081__49__20-46-42-285.txt,1044,220.843,1015.12,1798567.0105,50496,504.16,2228.60727969349,2000-01-01 20:46:42
50,500_705_QEPB04081__50__20-46-43-287.txt,1044,220.843,1015.12,1798381.01324,50430.12,504.16,2228.38436781609,2000-01-01 20:46:43
51,500_705_QEPB04081__51__20-46-44-294.txt,1044,220.843,1015.12,1797454.88226,50310.88,504.16,2227.23249042146,2000-01-01 20:46:44
52,500_705_QEPB04081__52__20-46-45-294.txt,1044,220.843,1015.12,1796264.09324,50361.62,504.16,2225.75218390804,2000-01-01 20:46:45
53,500_705_QEPB04081__53__20-46-46-289.txt,1044,220.843,1015.12,1796951.80874,50372.12,504.16,2226.61425287356,2000-01-01 20:46:46
54,500_705_QEPB04081__54__20-46-47-302.txt,1044,220.843,1015.12,1796173.833,50352,504.16,2225.65517241379,2000-01-01 20:46:47
55,500_705_QEPB04081__55__20-46-48-294.txt,1044,220.843,1015.12,1795603.63824,50274.62,504.16,2224.94279693486,2000-01-01 20:46:48
56,500_705_QEPB04081__56__20-46-49-287.txt,1044,220.843,1015.12,1795344.35926,50248.88,504.16,2224.62808429119,2000-01-01 20:46:49
57,500_705_QEPB04081__57__20-46-50-282.txt,1044,220.843,1015.12,1794670.70676,50253.38,504.16,2223.79570881226,2000-01-01 20:46:50
58,500_705_QEPB04081__58__20-46-51-297.txt,1044,220.843,1015.12,1794405.29974,50251.62,504.16,2223.46003831417,2000-01-01 20:46:51
59,500_705_QEPB04081__59__20-46-52-300.txt,1044,220.843,1015.12,1793585.26174,50248.62,504.16,2222.44471264368,2000-01-01 20:46:52
60,500_705_QEPB04081__60__20-46-53-310.txt,1044,220.843,1015.12,1793817.9255,50240.5,504.16,2222.74904214559,2000-01-01 20:46:53
61,500_705_QEPB04081__61__20-46-54-306.txt,1044,220.843,1015.12,1793340.05425,50209.75,504.16,2222.13888888889,2000-01-01 20:46:54
62,500_705_QEPB04081__62__20-46-55-306.txt,1044,220.843,1015.12,1794095.91624,50189.12,504.16,2223.08647509578,2000-01-01 20:46:55
63,500_705_QEPB04081__63__20-46-56-297.txt,1044,220.843,1015.12,1794065.771,50146.5,504.16,2223.04022988506,2000-01-01 20:46:56
64,500_705_QEPB04081__64__20-46-57-288.txt,1044,220.843,1015.12,1793482.47424,50209.62,504.16,2222.32210727969,2000-01-01 20:46:57
65,500_705_QEPB04081__65__20-46-58-302.txt,1044,220.843,1015.12,1793436.59825,50101.75,504.16,2222.26915708812,2000-01-01 20:46:58
66,500_705_QEPB04081__66__20-46-59-300.txt,1044,220.843,1015.12,1792564.05526,50148.88,504.16,2221.18842911878,2000-01-01 20:46:59
67,500_705_QEPB04081__67__20-47-00-293.txt,1044,220.843,1015.12,1793037.48474,50009.12,504.16,2221.77996168582,2000-01-01 20:47:00
68,500_705_QEPB04081__68__20-47-01-292.txt,1044,220.843,1015.12,1791723.86975,50086.25,504.16,2220.15517241379,2000-01-01 20:47:01
69,500_705_QEPB04081__69__20-47-02-291.txt,1044,220.843,1015.12,1792742.6745,50033.5,504.16,2221.42049808429,2000-01-01 20:47:02
70,500_705_QEPB04081__70__20-47-03-281.txt,1044,220.843,1015.12,1791929.65125,50079.75,504.16,2220.40038314176,2000-01-01 20:47:03
71,500_705_QEPB04081__71__20-47-04-283.txt,1044,220.843,1015.12,1791654.14224,50103.12,504.16,2220.06827586207,2000-01-01 20:47:04
72,500_705_QEPB04081__72__20-47-05-278.txt,1044,220.843,1015.12,1791562.86926,50060.38,504.16,2219.9422605364,2000-01-01 20:47:05
73,500_705_QEPB04081__73__20-47-06-268.txt,1044,220.843,1015.12,1791721.49874,50043.12,504.16,2220.15735632184,2000-01-01 20:47:06
74,500_705_QEPB04081__74__20-47-07-273.txt,1044,220.843,1015.12,1792161.15925,50059.75,504.16,2220.70881226054,2000-01-01 20:47:07
75,500_705_QEPB04081__75__20-47-08-266.txt,1044,220.843,1015.12,1789910.33824,49994.12,504.16,2217.91022988505,2000-01-01 20:47:08
76,500_705_QEPB04081__76__20-47-09-262.txt,1044,220.843,1015.12,1790027.68875,50020.25,504.16,2218.05747126437,2000-01-01 20:47:09
77,500_705_QEPB04081__77__20-47-10-263.txt,1044,220.843,1015.12,1789707.0375,49913,504.16,2217.65900383142,2000-01-01 20:47:10
78,500_705_QEPB04081__78__20-47-11-266.txt,1044,220.843,1015.12,1790185.52025,50031.75,504.16,2218.25,2000-01-01 20:47:11
79,500_705_QEPB04081__79__20-47-12-264.txt,1044,220.843,1015.12,1791219.68676,49935.88,504.16,2219.54570881226,2000-01-01 20:47:12
80,500_705_QEPB04081__80__20-47-13-263.txt,1044,220.843,1015.12,1789656.49475,49963.75,504.16,2217.5938697318,2000-01-01 20:47:13
81,500_705_QEPB04081__81__20-47-14-262.txt,1044,220.843,1015.12,1790246.48975,49946.25,504.16,2218.33045977011,2000-01-01 20:47:14
82,500_705_QEPB04081__82__20-47-15-269.txt,1044,220.843,1015.12,1788656.67176,49974.38,504.16,2216.35509578544,2000-01-01 20:47:15
83,500_705_QEPB04081__83__20-47-16-252.txt,1044,220.843,1015.12,1789811.81874,49924.12,504.16,2217.79337164751,2000-01-01 20:47:16
84,500_705_QEPB04081__84__20-47-17-263.txt,1044,220.843,1015.12,1789604.95975,49924.25,504.16,2217.54310344828,2000-01-01 20:47:17
85,500_705_QEPB04081__85__20-47-18-255.txt,1044,220.843,1015.12,1790392.89,49862,504.16,2218.52777777778,2000-01-01 20:47:18
86,500_705_QEPB04081__86__20-47-19-247.txt,1044,220.843,1015.12,1789429.69476,49857.38,504.16,2217.32444444445,2000-01-01 20:47:19
87,500_705_QEPB04081__87__20-47-20-241.txt,1044,220.843,1015.12,1788779.91824,49890.62,504.16,2216.50984674329,2000-01-01 20:47:20
88,500_705_QEPB04081__88__20-47-21-236.txt,1044,220.843,1015.12,1788751.21024,49895.62,504.16,2216.47632183908,2000-01-01 20:47:21
89,500_705_QEPB04081__89__20-47-22-244.txt,1044,220.843,1015.12,1788304.3335,49852.5,504.16,2215.92049808429,2000-01-01 20:47:22
90,500_705_QEPB04081__90__20-47-23-240.txt,1044,220.843,1015.12,1788215.32024,49888.12,504.16,2215.81731800766,2000-01-01 20:47:23
91,500_705_QEPB04081__91__20-47-24-232.txt,1044,220.843,1015.12,1788495.72674,49857.12,504.16,2216.16980842912,2000-01-01 20:47:24
92,500_705_QEPB04081__92__20-47-25-228.txt,1044,220.843,1015.12,1788945.82176,49855.88,504.16,2216.7229118774,2000-01-01 20:47:25
93,500_705_QEPB04081__93__20-47-26-231.txt,1044,220.843,1015.12,1787909.61726,49931.88,504.16,2215.43842911878,2000-01-01 20:47:26
94,500_705_QEPB04081__94__20-47-27-224.txt,1044,220.843,1015.12,1787936.5065,49765,504.16,2215.47318007663,2000-01-01 20:47:27
95,500_705_QEPB04081__95__20-47-28-212.txt,1044,220.843,1015.12,1787791.19624,49863.62,504.16,2215.28954022988,2000-01-01 20:47:28
96,500_705_QEPB04081__96__20-47-29-208.txt,1044,220.843,1015.12,1787896.08624,49892.62,504.16,2215.41980842912,2000-01-01 20:47:29
97,500_705_QEPB04081__97__20-47-30-201.txt,1044,220.843,1015.12,1787407.03326,49792.38,504.16,2214.82827586207,2000-01-01 20:47:30
98,500_705_QEPB04081__98__20-47-31-201.txt,1044,220.843,1015.12,1785888.61,49699.5,504.934,2212.94540229885,2000-01-01 20:47:31
99,500_705_QEPB04081__99__20-47-32-193.txt,1044,220.843,1015.12,1690254.158,47123.5,504.16,2094.44061302682,2000-01-01 20:47:32
100,500_705_QEPB04081__100__20-47-33-187.txt,1044,220.843,1015.12,1726214.00325,48125.25,504.16,2138.99808429119,2000-01-01 20:47:33
101,500_705_QEPB04081__101__20-47-34-187.txt,1044,220.843,1015.12,1785506.75576,49734.38,504.16,2212.47195402299,2000-01-01 20:47:34
102,500_705_QEPB04081__102__20-47-35-181.txt,1044,220.843,1015.12,1786064.123,49806.5,504.16,2213.14942528736,2000-01-01 20:47:35
103,500_705_QEPB04081__103__20-47-36-174.txt,1044,220.843,1015.12,1786343.75525,49789.75,504.16,2213.5,2000-01-01 20:47:36
104,500_705_QEPB04081__104__20-47-37-165.txt,1044,220.843,1015.12,1787127.22526,49757.88,504.16,2214.47578544062,2000-01-01 20:47:37
105,500_705_QEPB04081__105__20-47-38-155.txt,1044,220.843,1015.12,1786859.38374,49735.12,504.16,2214.14681992337,2000-01-01 20:47:38
106,500_705_QEPB04081__106__20-47-39-160.txt,1044,220.843,1015.12,1786955.55225,49769.75,504.16,2214.26436781609,2000-01-01 20:47:39
107,500_705_QEPB04081__107__20-47-40-148.txt,1044,220.843,1015.12,1787192.57825,49752.25,504.16,2214.5622605364,2000-01-01 20:47:40
108,500_705_QEPB04081__108__20-47-41-140.txt,1044,220.843,1015.12,1787116.87875,49769.75,504.16,2214.46455938697,2000-01-01 20:47:41
109,500_705_QEPB04081__109__20-47-42-137.txt,1044,220.843,1015.12,1786810.29875,49736.25,504.16,2214.08908045977,2000-01-01 20:47:42
110,500_705_QEPB04081__110__20-47-43-136.txt,1044,220.843,1015.12,1787799.60576,49745.38,504.16,2215.31486590039,2000-01-01 20:47:43
111,500_705_QEPB04081__111__20-47-44-140.txt,1044,220.843,1015.12,1786859.23375,49721.25,504.16,2214.15038314176,2000-01-01 20:47:44
112,500_705_QEPB04081__112__20-47-45-130.txt,1044,220.843,1015.12,1787036.131,49706,504.16,2214.37164750958,2000-01-01 20:47:45
113,500_705_QEPB04081__113__20-47-46-123.txt,1044,220.843,1015.12,1786729.55175,49706.75,504.16,2213.99042145594,2000-01-01 20:47:46
114,500_705_QEPB04081__114__20-47-47-112.txt,1044,220.843,1015.12,1785898.91175,49703.75,504.16,2212.95785440613,2000-01-01 20:47:47
115,500_705_QEPB04081__115__20-47-48-110.txt,1044,220.843,1015.12,1786041.77374,49665.12,504.16,2213.14394636015,2000-01-01 20:47:48
116,500_705_QEPB04081__116__20-47-49-106.txt,1044,220.843,1015.12,1785693.35875,49679.75,504.16,2212.70689655172,2000-01-01 20:47:49
117,500_705_QEPB04081__117__20-47-50-097.txt,1044,220.843,1015.12,1784943.71276,49619.88,504.16,2211.7861302682,2000-01-01 20:47:50
118,500_705_QEPB04081__118__20-47-51-090.txt,1044,220.843,1015.12,1785514.14674,49644.62,504.16,2212.50314176245,2000-01-01 20:47:51
119,500_705_QEPB04081__119__20-47-52-084.txt,1044,220.843,1015.12,1784687.61426,49631.88,504.16,2211.46908045977,2000-01-01 20:47:52
120,500_705_QEPB04081__120__20-47-53-077.txt,1044,220.843,1015.12,1783535.51224,49586.62,504.16,2210.03858237548,2000-01-01 20:47:53
121,500_705_QEPB04081__121__20-47-54-091.txt,1044,220.843,1015.12,1784795.00175,49500.75,504.16,2211.60536398467,2000-01-01 20:47:54
122,500_705_QEPB04081__122__20-47-55-087.txt,1044,220.843,1015.12,1784300.71725,49634.25,504.16,2210.98754789272,2000-01-01 20:47:55
123,500_705_QEPB04081__123__20-47-56-081.txt,1044,220.843,1015.12,1784487.78276,49615.88,504.16,2211.22961685824,2000-01-01 20:47:56
124,500_705_QEPB04081__124__20-47-57-079.txt,1044,220.843,1015.12,1782533.59774,49481.62,504.16,2208.80103448276,2000-01-01 20:47:57
125,500_705_QEPB04081__125__20-47-58-078.txt,1044,220.843,1015.12,1782679.11375,49517.75,504.16,2208.9846743295,2000-01-01 20:47:58
126,500_705_QEPB04081__126__20-47-59-076.txt,1044,220.843,1015.12,1783795.392,49530.5,504.16,2210.38601532567,2000-01-01 20:47:59
127,500_705_QEPB04081__127__20-48-00-067.txt,1044,220.843,1015.12,1782357.03776,49483.38,504.16,2208.59934865901,2000-01-01 20:48:00
128,500_705_QEPB04081__128__20-48-01-077.txt,1044,220.843,1015.12,1781618.14275,49429.75,504.16,2207.67624521073,2000-01-01 20:48:01
129,500_705_QEPB04081__129__20-48-02-082.txt,1044,220.843,1015.12,1781205.32926,49453.88,504.16,2207.16735632184,2000-01-01 20:48:02
130,500_705_QEPB04081__130__20-48-03-081.txt,1044,220.843,1015.12,1781605.56626,49476.38,504.16,2207.66927203065,2000-01-01 20:48:03
131,500_705_QEPB04081__131__20-48-04-076.txt,1044,220.843,1015.12,1780605.90475,49379.25,504.16,2206.41570881226,2000-01-01 20:48:04
132,500_705_QEPB04081__132__20-48-05-073.txt,1044,220.843,1015.12,1780534.68075,49367.75,504.16,2206.33333333333,2000-01-01 20:48:05
133,500_705_QEPB04081__133__20-48-06-076.txt,1044,220.843,1015.12,1780163.42526,49430.88,504.16,2205.8790421456,2000-01-01 20:48:06
134,500_705_QEPB04081__134__20-48-07-076.txt,1044,220.843,1015.12,1779945.09374,49262.62,504.16,2205.60275862069,2000-01-01 20:48:07
135,500_705_QEPB04081__135__20-48-08-072.txt,1044,220.843,1015.12,1779971.296,49307,504.934,2205.64176245211,2000-01-01 20:48:08
136,500_705_QEPB04081__136__20-48-09-071.txt,1044,220.843,1015.12,1779731.27475,49355.25,504.16,2205.35249042146,2000-01-01 20:48:09
138,500_705_QEPB04081__138__20-48-10-081.txt,1044,220.843,1015.12,1779515.48775,49224.75,504.16,2205.07471264368,2000-01-01 20:48:10
139,500_705_QEPB04081__139__20-48-11-082.txt,1044,220.843,1015.12,1779019.81925,49316.75,504.16,2204.46264367816,2000-01-01 20:48:11
140,500_705_QEPB04081__140__20-48-12-091.txt,1044,220.843,1015.12,1779323.023,49274.5,504.16,2204.84865900383,2000-01-01 20:48:12
141,500_705_QEPB04081__141__20-48-13-086.txt,1044,220.843,1015.12,1778490.14525,49286.25,504.16,2203.80076628352,2000-01-01 20:48:13
142,500_705_QEPB04081__142__20-48-14-096.txt,1044,220.843,1015.12,1779366.62575,49200.75,504.16,2204.91091954023,2000-01-01 20:48:14
143,500_705_QEPB04081__143__20-48-15-087.txt,1044,220.843,1015.12,1778433.10725,49259.25,504.16,2203.74808429119,2000-01-01 20:48:15
144,500_705_QEPB04081__144__20-48-16-089.txt,1044,220.843,1015.12,1777469.67826,49153.38,504.16,2202.53804597701,2000-01-01 20:48:16
145,500_705_QEPB04081__145__20-48-17-086.txt,1044,220.843,1015.12,1778285.90725,49177.25,504.16,2203.5632183908,2000-01-01 20:48:17
146,500_705_QEPB04081__146__20-48-18-080.txt,1044,220.843,1015.12,1777837.0755,49215,504.16,2203.00574712644,2000-01-01 20:48:18
147,500_705_QEPB04081__147__20-48-19-084.txt,1044,220.843,1015.12,1777712.79475,49251.75,504.16,2202.84578544061,2000-01-01 20:48:19
148,500_705_QEPB04081__148__20-48-20-086.txt,1044,220.843,1015.12,1776620.32925,49170.25,504.16,2201.48754789272,2000-01-01 20:48:20
149,500_705_QEPB04081__149__20-48-21-078.txt,1044,220.843,1015.12,1776914.32574,49129.62,504.16,2201.86233716475,2000-01-01 20:48:21
150,500_705_QEPB04081__150__20-48-22-082.txt,1044,220.843,1015.12,1777133.42574,49083.12,504.934,2202.13915708812,2000-01-01 20:48:22
151,500_705_QEPB04081__151__20-48-23-077.txt,1044,220.843,1015.12,1776837.11325,49187.75,504.16,2201.7662835249,2000-01-01 20:48:23
152,500_705_QEPB04081__152__20-48-24-071.txt,1044,220.843,1015.12,1776427.65726,49159.88,504.16,2201.26314176245,2000-01-01 20:48:24
154,500_705_QEPB04081__154__20-48-25-078.txt,1044,220.843,1015.12,1777510.86775,49114.75,504.16,2202.61781609195,2000-01-01 20:48:25
155,500_705_QEPB04081__155__20-48-26-076.txt,1044,220.843,1015.12,1777284.51024,49162.12,504.16,2202.33168582375,2000-01-01 20:48:26
156,500_705_QEPB04081__156__20-48-27-072.txt,1044,220.843,1015.12,1775375.77626,49027.88,504.16,2199.95854406131,2000-01-01 20:48:27
157,500_705_QEPB04081__157__20-48-28-067.txt,1044,220.843,1015.12,1775439.05426,49166.38,504.16,2200.04954022989,2000-01-01 20:48:28
158,500_705_QEPB04081__158__20-48-29-064.txt,1044,220.843,1015.12,1775146.772,49144,504.16,2199.68199233716,2000-01-01 20:48:29
159,500_705_QEPB04081__159__20-48-30-053.txt,1044,220.843,1015.12,1607859.8975,44502.5,504.16,1992.39176245211,2000-01-01 20:48:30
160,500_705_QEPB04081__160__20-48-31-057.txt,1044,220.843,1015.12,1598668.84526,44281.88,504.16,1980.99781609196,2000-01-01 20:48:31
161,500_705_QEPB04081__161__20-48-32-046.txt,1044,220.843,1015.12,1763455.01024,48758.62,504.16,2185.20141762452,2000-01-01 20:48:32
162,500_705_QEPB04081__162__20-48-33-049.txt,1044,220.843,1015.12,1766301.46576,48833.38,504.16,2188.72674329502,2000-01-01 20:48:33
163,500_705_QEPB04081__163__20-48-34-041.txt,1044,220.843,1015.12,1766660.53476,48798.88,504.16,2189.16256704981,2000-01-01 20:48:34
164,500_705_QEPB04081__164__20-48-35-033.txt,1044,220.843,1015.12,1768168.30576,48848.38,504.16,2191.04283524904,2000-01-01 20:48:35
165,500_705_QEPB04081__165__20-48-36-029.txt,1044,220.843,1015.12,1767827.54224,48830.62,504.934,2190.61329501915,2000-01-01 20:48:36
166,500_705_QEPB04081__166__20-48-37-014.txt,1044,220.843,1015.12,1769686.14126,48927.88,504.16,2192.93076628353,2000-01-01 20:48:37
167,500_705_QEPB04081__167__20-48-38-035.txt,1044,220.843,1015.12,1768685.483,48865,504.934,2191.67911877395,2000-01-01 20:48:38
168,500_705_QEPB04081__168__20-48-39-029.txt,1044,220.843,1015.12,1769047.80126,48895.88,504.16,2192.14436781609,2000-01-01 20:48:39
169,500_705_QEPB04081__169__20-48-40-025.txt,1044,220.843,1015.12,1768920.91576,48871.38,504.16,2191.97865900383,2000-01-01 20:48:40
170,500_705_QEPB04081__170__20-48-41-026.txt,1044,220.843,1015.12,1768804.3065,48907,504.16,2191.82950191571,2000-01-01 20:48:41
171,500_705_QEPB04081__171__20-48-42-016.txt,1044,220.843,1015.12,1768258.43224,48818.62,504.16,2191.14586206896,2000-01-01 20:48:42
172,500_705_QEPB04081__172__20-48-43-033.txt,1044,220.843,1015.12,1768250.07475,48847.25,504.16,2191.13314176245,2000-01-01 20:48:43
173,500_705_QEPB04081__173__20-48-44-026.txt,1044,220.843,1015.12,1768936.02676,48857.88,504.934,2191.99302681993,2000-01-01 20:48:44
174,500_705_QEPB04081__174__20-48-45-026.txt,1044,220.843,1015.12,1768984.691,48798,504.16,2192.07183908046,2000-01-01 20:48:45
175,500_705_QEPB04081__175__20-48-46-036.txt,1044,220.843,1015.12,1767813.62375,48769.75,504.16,2190.60632183908,2000-01-01 20:48:46
177,500_705_QEPB04081__177__20-48-47-058.txt,1044,220.843,1015.12,1768054.529,48776,504.934,2190.90996168582,2000-01-01 20:48:47
178,500_705_QEPB04081__178__20-48-48-054.txt,1044,220.843,1015.12,1766838.33775,48744.75,504.16,2189.39942528736,2000-01-01 20:48:48
179,500_705_QEPB04081__179__20-48-49-051.txt,1044,220.843,1015.12,1766868.12,48694.5,504.934,2189.43295019157,2000-01-01 20:48:49
181,500_705_QEPB04081__181__20-48-50-068.txt,1044,220.843,1015.12,1767367.0315,48738.5,504.934,2190.06896551724,2000-01-01 20:48:50
183,500_705_QEPB04081__183__20-48-51-079.txt,1044,220.843,1015.12,1766756.18775,48720.25,504.16,2189.29214559387,2000-01-01 20:48:51
184,500_705_QEPB04081__184__20-48-52-071.txt,1044,220.843,1015.12,1765019.5625,48727.5,504.16,2187.14463601533,2000-01-01 20:48:52
185,500_705_QEPB04081__185__20-48-53-085.txt,1044,220.843,1015.12,1766358.30075,48711.25,504.16,2188.81800766284,2000-01-01 20:48:53
186,500_705_QEPB04081__186__20-48-54-083.txt,1044,220.843,1015.12,1765410.14275,48651.25,504.934,2187.62931034483,2000-01-01 20:48:54
187,500_705_QEPB04081__187__20-48-55-083.txt,1044,220.843,1015.12,1767035.36225,48653.25,504.16,2189.65708812261,2000-01-01 20:48:55
188,500_705_QEPB04081__188__20-48-56-075.txt,1044,220.843,1015.12,1765451.192,48576,504.16,2187.69348659004,2000-01-01 20:48:56
189,500_705_QEPB04081__189__20-48-57-065.txt,1044,220.843,1015.12,1766081.16224,48686.12,504.16,2188.47440613027,2000-01-01 20:48:57
190,500_705_QEPB04081__190__20-48-58-060.txt,1044,220.843,1015.12,1766232.80424,48542.12,504.16,2188.66406130268,2000-01-01 20:48:58
217,500_705_QEPB04081__217__20-48-59-491.txt,1044,220.843,1015.12,1765229.65724,48616.62,504.16,2187.42842911877,2000-01-01 20:48:59
218,500_705_QEPB04081__218__20-49-00-485.txt,1044,220.843,1015.12,1765094.24774,48561.62,504.934,2187.25122605364,2000-01-01 20:49:00
219,500_705_QEPB04081__219__20-49-01-480.txt,1044,220.843,1015.12,1765909.38274,48608.62,504.16,2188.2770881226,2000-01-01 20:49:01
